countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,naturalAWBHMWB,reservoir,surfaceWaterBodyTypeCode,subUnitIdentifier,subUnitIdentifierScheme,subUnitName,rbdIdentifier,rbdIdentifierScheme,rbdName,confidentialityStatus,lat,lon
ES,ES030ESPFTA51201003,euMonitoringSiteCode,ES030ESPFTA51201003,euMonitoringSiteCode,TRILLO 1 - TAJO,ES030MSPF0111010,euSurfaceWaterBodyCode,RIVER TAJO FROM RIVER ABLANQUEJO TO RESERVOIR OF ENTREPEÑAS,riverWaterBody,Natural,Missing,R-T16,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.69608,-2.5865
ES,ES030ESPFTA51201004,euMonitoringSiteCode,ES030ESPFTA51201004,euMonitoringSiteCode,CIFUENTES - SOTOCA DE TAJO,ES030MSPF0123010,euSurfaceWaterBodyCode,BROOK DEL ESTRECHO TO SU DESEMBOCADURA EN EL RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.72042,-2.56613
ES,ES030ESPFTA51201005,euMonitoringSiteCode,ES030ESPFTA51201005,euMonitoringSiteCode,CIFUENTES - CIFUENTES,ES030MSPF0122010,euSurfaceWaterBodyCode,RIVER CIFUENTES TO DESEMBOCADURA EN RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.75075,-2.63248
ES,ES030ESPFTA51201006,euMonitoringSiteCode,ES030ESPFTA51201006,euMonitoringSiteCode,CIFUENTES - GRANDE,ES030MSPF0121010,euSurfaceWaterBodyCode,RAVINE GRANDE TO EL RESERVOIR OF ENTREPEÑAS,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.67795,-2.6907
ES,ES030ESPFTA51301003,euMonitoringSiteCode,ES030ESPFTA51301003,euMonitoringSiteCode,ARBETETA - VILLANUEVA,ES030MSPF0124010,euSurfaceWaterBodyCode,BROOK OF VILLANUEVA TO DESEMBOCADURA EN RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.68111,-2.40166
ES,ES030ESPFTA51301005,euMonitoringSiteCode,ES030ESPFTA51301005,euMonitoringSiteCode,OCENTEJO - LA HOZ,ES030MSPF0125010,euSurfaceWaterBodyCode,RAVINE OF LA HOZ TO DESEMBOCADURA EN RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,N,,
ES,ES030ESPFTA51401002,euMonitoringSiteCode,ES030ESPFTA51401002,euMonitoringSiteCode,CORDUENTE - GALLO,ES030MSPF0127010,euSurfaceWaterBodyCode,RIVER GALLO FROM CORDUENTE TO RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.82933,-1.99888
ES,ES030ESPFTA51401003,euMonitoringSiteCode,ES030ESPFTA51401003,euMonitoringSiteCode,TARAVILLA - CABRILLAS,ES030MSPF0129010,euSurfaceWaterBodyCode,RIVER CABRILLAS TO SU DESEMBOCADURA EN EL RIVER TAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.67997,-1.96622
ES,ES030ESPFTA51401004,euMonitoringSiteCode,ES030ESPFTA51401004,euMonitoringSiteCode,ZAOREJAS - TAJO,ES030MSPF0113010,euSurfaceWaterBodyCode,RIVER TAJO FROM CONFLUENCE RIVER GALLO TO BROOK OF FUENTE,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.79787,-2.15558
ES,ES030ESPFTA51401005,euMonitoringSiteCode,ES030ESPFTA51401005,euMonitoringSiteCode,PEÑALÉN - TAJO,ES030MSPF0114010,euSurfaceWaterBodyCode,RIVER TAJO FROM PERALEJOS OF LAS TRUCHAS TO RIVER GALLO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.68212,-2.0464
ES,ES030ESPFTA51401006,euMonitoringSiteCode,ES030ESPFTA51401006,euMonitoringSiteCode,HUERTAHERNANDO - TAJO,ES030MSPF0112010,euSurfaceWaterBodyCode,RIVER TAJO FROM BROOK OF LA FUENTE TO RIVER ABLANQUEJO,riverWaterBody,Natural,Missing,R-T16,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.79203,-2.28651
ES,ES030ESPFTA51501001,euMonitoringSiteCode,ES030ESPFTA51501001,euMonitoringSiteCode,PRADOS REDONDOS - GALLO,ES030MSPF0128010,euSurfaceWaterBodyCode,RIVER GALLO FROM THE SOURCE TO CORDUENTE,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,N,,
ES,ES030ESPFTA53107001,euMonitoringSiteCode,ES030ESPFTA53107001,euMonitoringSiteCode,SAN BARTOLOMÉ DE PINARES - GAZNATA,ES030MSPF0526010,euSurfaceWaterBodyCode,RIVER OF LA GAZNATA TO EL E.BURGUILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.52411,-4.56145
ES,ES030ESPFTA53207001,euMonitoringSiteCode,ES030ESPFTA53207001,euMonitoringSiteCode,STA MARÍA DE LA ALAMEDA - ACEÑA,ES030MSPF0522011,euSurfaceWaterBodyCode,RIVER OF LA ACEÑA FROM E. OF LA ACEÑA TO R. COFIO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.58115,-4.24361
ES,ES030ESPFTA53305001,euMonitoringSiteCode,ES030ESPFTA53305001,euMonitoringSiteCode,LAS ROZAS DE MADRID - TROFAS,ES030MSPF0436010,euSurfaceWaterBodyCode,BROOK OF LA TROFA,riverWaterBody,Natural,Missing,R-T01,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.56875,-3.88827
ES,ES030ESPFTA53306004,euMonitoringSiteCode,ES030ESPFTA53306004,euMonitoringSiteCode,EL ESCORIAL - AULENCIA,ES030MSPF0412010,euSurfaceWaterBodyCode,BROOK DEL BATAN TO E.VALMAYOR,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.58232,-4.09967
ES,ES030ESPFTA53306005,euMonitoringSiteCode,ES030ESPFTA53306005,euMonitoringSiteCode,COLLADO VILLALBA - GUADARRAMA,ES030MSPF0404021,euSurfaceWaterBodyCode,RIVER GUADARRAMA AND BROOK OF LOS LINOS DEL SOTO EN VILLALBA,riverWaterBody,HMWB,Not a reservoir,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.628,-4.0057
ES,ES030ESPFTA53306006,euMonitoringSiteCode,ES030ESPFTA53306006,euMonitoringSiteCode,GUADARRAMA - GUATEL II,ES030MSPF0414011,euSurfaceWaterBodyCode,BROOK OF LA JAROSA FROM E. OF LA JAROSA,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.65462,-4.09882
ES,ES030ESPFTA53306007,euMonitoringSiteCode,ES030ESPFTA53306007,euMonitoringSiteCode,LAS ROZAS DE MADRID - GUADARRAMA,ES030MSPF0403010,euSurfaceWaterBodyCode,R. GUADARRAMA FROM GALAPAGAR TO A. BATAN,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.50847,-3.94013
ES,ES030ESPFTA53405001,euMonitoringSiteCode,ES030ESPFTA53405001,euMonitoringSiteCode,MADRID/ EL PARDO - MANZANARES,ES030MSPF0428021,euSurfaceWaterBodyCode,RIVER MANZANARES FROM RESERVOIR EL PARDO TO BROOK OF LA TROFA,riverWaterBody,HMWB,Not a reservoir,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.53095,-3.79165
ES,ES030ESPFTA53405003,euMonitoringSiteCode,ES030ESPFTA53405003,euMonitoringSiteCode,SAN SEBASTIÁN DE LOS REYES - JARAMA,ES030MSPF0421021,euSurfaceWaterBodyCode,RIVER JARAMA FROM RIVER GUADALIX TO BROOK VALDEBEBAS,riverWaterBody,HMWB,Not a reservoir,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.58276,-3.56985
ES,ES030ESPFTA53405004,euMonitoringSiteCode,ES030ESPFTA53405004,euMonitoringSiteCode,COLMENAR VIEJO - MANZANARES,ES030MSPF0430021,euSurfaceWaterBodyCode,RIVER MANZANARES FROM RESERVOIR SANTILLANA TO RESERVOIR EL PARDO,riverWaterBody,HMWB,Not a reservoir,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.64902,-3.8081
ES,ES030ESPFTA53405006,euMonitoringSiteCode,ES030ESPFTA53405006,euMonitoringSiteCode,TRES CANTOS - VIÑUELAS,ES030MSPF0440021,euSurfaceWaterBodyCode,BROOK OF VIÑUELAS,riverWaterBody,HMWB,Not a reservoir,R-T01,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.5979,-3.63024
ES,ES030ESPFTA53504003,euMonitoringSiteCode,ES030ESPFTA53504003,euMonitoringSiteCode,JADRAQUE - CAÑAMARES,ES030MSPF0323011,euSurfaceWaterBodyCode,RIVER CAÑAMARES FROM E. PALMACES TO RIVER HENARES,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.95514,-2.93671
ES,ES030ESPFTA53504004,euMonitoringSiteCode,ES030ESPFTA53504004,euMonitoringSiteCode,LOS SANTOS - HENARES,ES030MSPF0302010,euSurfaceWaterBodyCode,RIVER HENARES FROM BROOK DEL SOTILLO TO RIVER TOROTE,riverWaterBody,Natural,Missing,R-T16,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.5291,-3.27995
ES,ES030ESPFTA53504007,euMonitoringSiteCode,ES030ESPFTA53504007,euMonitoringSiteCode,CAMARMA DE ESTERUELAS - CAMARMILLA,ES030MSPF0312010,euSurfaceWaterBodyCode,BROOK OF CAMARMILLA TO R. HENARES,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.52663,-3.37995
ES,ES030ESPFTA53603001,euMonitoringSiteCode,ES030ESPFTA53603001,euMonitoringSiteCode,HORCHE - UNGRÍA,ES030MSPF0205010,euSurfaceWaterBodyCode,RIVER UNGRIA TO SU CONFLUENCE WITH R.TAJUÑA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.5448,-3.02375
ES,ES030ESPFTA53603002,euMonitoringSiteCode,ES030ESPFTA53603002,euMonitoringSiteCode,ROMANONES - TAJUÑA,ES030MSPF0202011,euSurfaceWaterBodyCode,RIVER TAJUÑA FROM E.TAJERA TO R.UNGRIA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.57459,-3.0075
ES,ES030ESPFTA53603003,euMonitoringSiteCode,ES030ESPFTA53603003,euMonitoringSiteCode,ROMANONES - SAN ANDRÉS,ES030MSPF0206010,euSurfaceWaterBodyCode,RIVER SAN ANDRÉS TO R.TAJUÑA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.57945,-2.97242
ES,ES030ESPFTA53701001,euMonitoringSiteCode,ES030ESPFTA53701001,euMonitoringSiteCode,SALMERONCILLOS DE ABAJO - GARIGAY,ES030MSPF0140010,euSurfaceWaterBodyCode,RIVER GARIGAY TO E. OF BUENDÍA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.50488,-2.52428
ES,ES030ESPFTA53701002,euMonitoringSiteCode,ES030ESPFTA53701002,euMonitoringSiteCode,TRILLO - LA SOLANA,ES030MSPF0120010,euSurfaceWaterBodyCode,BROOK. OF LA SOLANA TO RESERVOIR OF ENTREPEÑAS,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.64348,-2.5385
ES,ES030ESPFTA53701003,euMonitoringSiteCode,ES030ESPFTA53701003,euMonitoringSiteCode,PAREJA - OMPOLVEDA,ES030MSPF0119010,euSurfaceWaterBodyCode,BROOK. OF OMPOLVEDA TO RESERVOIR OF ENTREPEÑAS,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,N,,
ES,ES030ESPFTA53801001,euMonitoringSiteCode,ES030ESPFTA53801001,euMonitoringSiteCode,CAÑIZARES - GUADIELA,ES030MSPF0134010,euSurfaceWaterBodyCode,RIVER GUADIELA FROM E. MOLINO OF CHINCHA TO R. ALCANTUD,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.53671,-2.26344
ES,ES030ESPFTA53901001,euMonitoringSiteCode,ES030ESPFTA53901001,euMonitoringSiteCode,PERALEJOS DE LAS TRUCHAS - TAJO,ES030MSPF0115010,euSurfaceWaterBodyCode,RIVER TAJO FROM THE SOURCE TO PERALEJOS OF LAS TRUCHAS,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.59421,-1.93232
ES,ES030ESPFTA53901003,euMonitoringSiteCode,ES030ESPFTA53901003,euMonitoringSiteCode,CAÑIZARES - CUERVO,ES030MSPF0145011,euSurfaceWaterBodyCode,RIVER CUERVO AGUAS ABAJO OF E. OF LA TOSCA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.52742,-2.15048
ES,ES030ESPFTA53901006,euMonitoringSiteCode,ES030ESPFTA53901006,euMonitoringSiteCode,BETETA - GUADIELA,ES030MSPF0135010,euSurfaceWaterBodyCode,RIVER GUADIELA FROM NACIMIENTO TO E. MOLINO OF CHINCHA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.5745,-2.06414
ES,ES030ESPFTA55110001,euMonitoringSiteCode,ES030ESPFTA55110001,euMonitoringSiteCode,NUÑOMORAL - HURDANO,ES030MSPF0922010,euSurfaceWaterBodyCode,R. HURDANO FROM R. MALVELLIDO TO E. GABRIEL AND GALÁN,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.40794,-6.23563
ES,ES030ESPFTA55210001,euMonitoringSiteCode,ES030ESPFTA55210001,euMonitoringSiteCode,LADRILLAR - LADRILLAR,ES030MSPF0923010,euSurfaceWaterBodyCode,R. LADRILLAR TO EL E. GABRIEL AND GALÁN,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.42356,-6.14369
ES,ES030ESPFTA55210002,euMonitoringSiteCode,ES030ESPFTA55210002,euMonitoringSiteCode,SOTOSERRANO - ALAGÓN,ES030MSPF0906010,euSurfaceWaterBodyCode,R. ALAGÓN FROM A. DEL PUENTECILLO TO E. GABRIEL AND GALÁN,riverWaterBody,Natural,Missing,R-T24,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.42614,-6.01465
ES,ES030ESPFTA55210006,euMonitoringSiteCode,ES030ESPFTA55210006,euMonitoringSiteCode,MONTEMAYOR DEL RÍO - CUERPO DE HOMBRE,ES030MSPF0924010,euSurfaceWaterBodyCode,R. CUERPO OF HOMBRE TRAMO PISCÍCOLA,riverWaterBody,Natural,Missing,R-T24,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.34638,-5.89679
ES,ES030ESPFTA55210009,euMonitoringSiteCode,ES030ESPFTA55210009,euMonitoringSiteCode,SOTOSERRANO - FRANCIA,ES030MSPF0927010,euSurfaceWaterBodyCode,R. FRANCIA FROM A. DEL CASERITO,riverWaterBody,Natural,Missing,R-T24,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.4349,-6.00644
ES,ES030ESPFTA55310002,euMonitoringSiteCode,ES030ESPFTA55310002,euMonitoringSiteCode,CANDELARIO - CUERPO DE HOMBRE,ES030MSPF0926010,euSurfaceWaterBodyCode,R. CUERPO OF HOMBRE AGUAS ARRIBA OF BEJAR,riverWaterBody,Natural,Missing,R-T24,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.37086,-5.75251
ES,ES030ESPFTA55310004,euMonitoringSiteCode,ES030ESPFTA55310004,euMonitoringSiteCode,MONTEMAYOR DEL RÍO 2 - CUERPO DE HOMBRE,ES030MSPF0925010,euSurfaceWaterBodyCode,R. CUERPO OF HOMBRE A SU PASO POR BEJAR,riverWaterBody,Natural,Missing,R-T24,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.37035,-5.84828
ES,ES030ESPFTA55507001,euMonitoringSiteCode,ES030ESPFTA55507001,euMonitoringSiteCode,SAN MARTÍN DE LA VEGA DEL ALBERCHE - ALB,ES030MSPF0514010,euSurfaceWaterBodyCode,RIVER ALBERCHE TO EL RIVER PIQUILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.42454,-5.17944
ES,ES030ESPFTA55507002,euMonitoringSiteCode,ES030ESPFTA55507002,euMonitoringSiteCode,NAVALACRUZ - NAVALACRUZ,ES030MSPF0529010,euSurfaceWaterBodyCode,A. OF CHIQUILLO TO SU CONFLUENCE WITH EL RIVER ALBERCHE,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.43707,-4.91097
ES,ES030ESPFTA55607004,euMonitoringSiteCode,ES030ESPFTA55607004,euMonitoringSiteCode,NAVALUENGA - ALBERCHE,ES030MSPF0512010,euSurfaceWaterBodyCode,RIVER ALBERCHE FROM GTA ROYAL TO EL E. DEL BURGUILLO,riverWaterBody,Natural,Missing,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.40524,-4.7137
ES,ES030ESPFTA55607006,euMonitoringSiteCode,ES030ESPFTA55607006,euMonitoringSiteCode,EL BARRACO - IRUELAS,ES030MSPF0527010,euSurfaceWaterBodyCode,GARGANTA OF IRUELAS AND OTROS TO E.OF BURGUILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.38787,-4.56777
ES,ES030ESPFTA55607007,euMonitoringSiteCode,ES030ESPFTA55607007,euMonitoringSiteCode,EL BARRACO - ARREJONDO,ES030MSPF0528010,euSurfaceWaterBodyCode,BROOK OF ARREDONDO TO E. BURGUILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.44199,-4.62584
ES,ES030ESPFTA55607008,euMonitoringSiteCode,ES030ESPFTA55607008,euMonitoringSiteCode,NAVATALGORDO - ALBERCHE,ES030MSPF0513010,euSurfaceWaterBodyCode,RIVER ALBERCHE FROM R.PIQUILLO TO GTA. ROYAL,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,N,,
ES,ES030ESPFTA55608008,euMonitoringSiteCode,ES030ESPFTA55608008,euMonitoringSiteCode,PUEBLA DE MONTALBÁN - CUEVAS,ES030MSPF0619010,euSurfaceWaterBodyCode,BROOK OF LAS CUEVAS TO R. TAJO,riverWaterBody,Natural,Missing,R-T08,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,39.80991,-4.36917
ES,ES030ESPFTA55707007,euMonitoringSiteCode,ES030ESPFTA55707007,euMonitoringSiteCode,CEBREROS - BECEDAS,ES030MSPF0525010,euSurfaceWaterBodyCode,RIVER BECEDAS TO R. SOTILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.46023,-4.39071
ES,ES030ESPFTA55707009,euMonitoringSiteCode,ES030ESPFTA55707009,euMonitoringSiteCode,CEBREROS - SOTILLO,ES030MSPF0524010,euSurfaceWaterBodyCode,RIVER  SOTILLO TO CONFLUENCE WITH R. BECEDAS,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.46519,-4.37013
ES,ES030ESPFTA55707011,euMonitoringSiteCode,ES030ESPFTA55707011,euMonitoringSiteCode,VALDEMAQUEDA - COFIO,ES030MSPF0521010,euSurfaceWaterBodyCode,RIVER COFIO FROM RIVER OF LAS HERRERAS TO R. SOTILLO,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.45287,-4.31962
ES,ES030ESPFTA55707012,euMonitoringSiteCode,ES030ESPFTA55707012,euMonitoringSiteCode,SAN MARTÍN DE VALDEIGLESIAS - COFIO,ES030MSPF0520010,euSurfaceWaterBodyCode,RIVER COFIO FROM R. SOTILLO TO E. SAN JUAN,riverWaterBody,Natural,Missing,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.40889,-4.32108
ES,ES030ESPFTA55707013,euMonitoringSiteCode,ES030ESPFTA55707013,euMonitoringSiteCode,EL TIEMBLO - ALBERCHE,ES030MSPF0509021,euSurfaceWaterBodyCode,RIVER ALBERCHE FROM RESERVOIR PUENTE NUEVO TO RESERVOIR SAN JUAN,riverWaterBody,HMWB,Not a reservoir,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.42616,-4.49074
ES,ES030ESPFTA55806001,euMonitoringSiteCode,ES030ESPFTA55806001,euMonitoringSiteCode,VILLANUEVA DE LA CAÑADA - AULENCIA,ES030MSPF0409021,euSurfaceWaterBodyCode,BROOK DEL BATÁN FROM RESERVOIR AULENCIA TO RIVER GUADARRAMA,riverWaterBody,HMWB,Not a reservoir,R-T11,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.44099,-3.95554
ES,ES030ESPFTA55806002,euMonitoringSiteCode,ES030ESPFTA55806002,euMonitoringSiteCode,MAJADAHONDA - PLANTÍO,ES030MSPF0413021,euSurfaceWaterBodyCode,BROOK DEL PLANTÍO,riverWaterBody,HMWB,Not a reservoir,R-T01,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.48553,-3.90372
ES,ES030ESPFTA55807001,euMonitoringSiteCode,ES030ESPFTA55807001,euMonitoringSiteCode,NAVALAGAMELLA - PERALES,ES030MSPF0519010,euSurfaceWaterBodyCode,CABECERA DEL RIVER PERALES AND AFLUENTES,riverWaterBody,Natural,Missing,R-T08,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.4341,-4.09849
ES,ES030ESPFTA55905003,euMonitoringSiteCode,ES030ESPFTA55905003,euMonitoringSiteCode,VILLAVERDE - MANZANARES,ES030MSPF0427021,euSurfaceWaterBodyCode,RIVER MANZANARES A SU PASO POR MADRID,riverWaterBody,HMWB,Not a reservoir,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.3604,-3.68163
ES,ES030ESPFTA55905004,euMonitoringSiteCode,ES030ESPFTA55905004,euMonitoringSiteCode,SAN FERNANDO DE HENARES - JARAMA,ES030MSPF0420021,euSurfaceWaterBodyCode,RIVER JARAMA FROM BROOK VALDEBEBAS  TO RIVER HENARES,riverWaterBody,HMWB,Not a reservoir,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.43551,-3.52759
ES,ES030ESPFTA56004002,euMonitoringSiteCode,ES030ESPFTA56004002,euMonitoringSiteCode,ALCALÁ - HENARES,ES030MSPF0301010,euSurfaceWaterBodyCode,RIVER HENARES FROM RIVER TOROTE TO RIVER JARAMA,riverWaterBody,Natural,Missing,R-T16,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.45987,-3.42172
ES,ES030ESPFTA56004003,euMonitoringSiteCode,ES030ESPFTA56004003,euMonitoringSiteCode,ALCALÁ - TOROTE,ES030MSPF0311010,euSurfaceWaterBodyCode,RIVER TOROTE TO R. HENARES,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.47264,-3.42006
ES,ES030ESPFTA56005001,euMonitoringSiteCode,ES030ESPFTA56005001,euMonitoringSiteCode,MEJORADA - JARAMA,ES030MSPF0419010,euSurfaceWaterBodyCode,RIVER JARAMA FROM RIVER HENARES TO E. DEL REY,riverWaterBody,Natural,Missing,R-T15,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.39532,-3.50946
ES,ES030ESPFTA56005002,euMonitoringSiteCode,ES030ESPFTA56005002,euMonitoringSiteCode,LOECHES - PANTUEÑA,ES030MSPF0439010,euSurfaceWaterBodyCode,BROOK OF PANTUEÑA TO EL R.JARAMA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.39367,-3.43462
ES,ES030ESPFTA56102001,euMonitoringSiteCode,ES030ESPFTA56102001,euMonitoringSiteCode,PASTRANA - VEGA,ES030MSPF0118010,euSurfaceWaterBodyCode,BROOK OF LA VEGA TO RIVERTAJO,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.38211,-2.91387
ES,ES030ESPFTA56201006,euMonitoringSiteCode,ES030ESPFTA56201006,euMonitoringSiteCode,CAÑAVERUELAS - VEGA,ES030MSPF0139010,euSurfaceWaterBodyCode,BROOK OF LA VEGA TO E.BUENDÍA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.40043,-2.62772
ES,ES030ESPFTA56301002,euMonitoringSiteCode,ES030ESPFTA56301002,euMonitoringSiteCode,ALBENDEA - ESCABAS,ES030MSPF0142010,euSurfaceWaterBodyCode,RIVER ESCABAS FROM R. TRABAQUE TO R. GUADIELA,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.46832,-2.37708
ES,ES030ESPFTA56301003,euMonitoringSiteCode,ES030ESPFTA56301003,euMonitoringSiteCode,PRIEGO 1 - ESCABAS,ES030MSPF0143010,euSurfaceWaterBodyCode,RIVER ESCABAS FROM SU NACIMIENTO TO R.TRABAQUE,riverWaterBody,Natural,Missing,R-T12,ES030,euSubUnitCode,TAGUS,ES030,euRBDCode,TAGUS,F,40.44379,-2.31136
