CountryCode,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,monitoringSiteIdentifier,parameterWaterBodyCategory,parameterNCSWaterBodyType,resultEcologicalStatusClassValue,result_convert_EQR,UID
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300327,RW,283.0,2,1,23016
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400127,RW,123.0,2,1,23017
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400127,RW,117.0,2,1,23018
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400137,RW,121.0,2,1,23019
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400147,RW,117.0,2,1,23020
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400217,RW,161.0,2,1,23021
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400597,RW,122.0,2,1,23022
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73160967,RW,965.0,2,1,23023
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000077,RW,284.0,2,1,23024
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000087,RW,282.0,3,0,23025
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500097,RW,122.0,2,1,23026
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21550377,RW,388.0,2,1,23027
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30800027,RW,130.0,1,1,23028
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900167,RW,411.0,2,1,23029
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900217,RW,183.0,2,1,23030
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000247,RW,282.0,3,0,23031
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100027,RW,591.0,2,1,23032
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100027,RW,589.0,2,1,23033
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100037,RW,590.0,3,0,23034
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100057,RW,590.0,3,0,23035
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100077,RW,591.0,2,1,23036
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100127,RW,280.0,4,0,23037
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40502017,RW,121.0,1,1,23038
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40505037,RW,129.0,3,0,23039
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110047,RW,117.0,2,1,23040
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110017,RW,121.0,1,1,23041
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110087,RW,121.0,1,1,23042
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW60800376,RW,120.0,2,1,23043
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400147,RW,123.0,2,1,23044
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400287,RW,304.0,1,1,23045
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400287,RW,302.0,3,0,23046
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW71500967,RW,125.0,1,1,23047
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000027,RW,282.0,3,0,23048
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000177,RW,284.0,2,1,23049
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21551267,RW,387.0,3,0,23050
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21560297,RW,388.0,2,1,23051
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900037,RW,130.0,2,1,23052
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900037,RW,129.0,2,1,23053
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900227,RW,280.0,2,1,23054
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000067,RW,284.0,1,1,23055
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000067,RW,281.0,2,1,23056
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000137,RW,280.0,2,1,23057
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000377,RW,181.0,1,1,23058
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100037,RW,591.0,3,0,23059
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100057,RW,591.0,2,1,23060
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40709117,RW,122.0,2,1,23061
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40709117,RW,117.0,3,0,23062
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40713047,RW,129.0,2,1,23063
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW52120107,RW,964.0,1,1,23064
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110117,RW,130.0,1,1,23065
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80213067,RW,124.0,2,1,23066
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80224047,RW,974.0,3,0,23067
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000077,RW,283.0,2,1,23072
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000087,RW,284.0,2,1,23073
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500097,RW,121.0,2,1,23074
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21531167,RW,914.0,2,1,23075
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21550377,RW,389.0,2,1,23076
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30800027,RW,131.0,2,1,23077
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900167,RW,412.0,1,1,23078
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000177,RW,283.0,2,1,23079
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000247,RW,284.0,2,1,23080
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000247,RW,280.0,4,0,23081
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100127,RW,284.0,3,0,23082
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40607017,RW,184.0,2,1,23083
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40607017,RW,180.0,2,1,23084
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110037,RW,130.0,1,1,23085
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110017,RW,122.0,1,1,23086
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110087,RW,122.0,1,1,23087
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW60800376,RW,125.0,1,1,23088
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300337,RW,284.0,3,0,23089
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400287,RW,303.0,2,1,23090
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400597,RW,117.0,2,1,23091
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW71500967,RW,120.0,2,1,23092
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200617,RW,117.0,3,0,23093
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200987,RW,118.0,3,0,23094
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73390967,RW,409.0,2,1,23095
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000077,RW,281.0,2,1,23096
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500097,RW,117.0,3,0,23097
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21531167,RW,915.0,2,1,23098
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900227,RW,284.0,1,1,23099
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000177,RW,280.0,2,1,23100
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40502017,RW,122.0,2,1,23101
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40505037,RW,131.0,3,0,23102
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40607017,RW,182.0,3,0,23103
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40619016,RW,131.0,3,0,23104
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40907057,RW,184.0,2,1,23105
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40916017,RW,306.0,2,1,23106
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110037,RW,131.0,1,1,23107
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110037,RW,129.0,2,1,23108
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW55010057,RW,964.0,2,1,23109
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300327,RW,280.0,2,1,23110
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400127,RW,119.0,3,0,23111
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400137,RW,117.0,3,0,23112
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400147,RW,119.0,2,1,23113
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400217,RW,160.0,2,1,23114
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400597,RW,120.0,2,1,23115
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW71500967,RW,117.0,2,1,23116
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73160967,RW,962.0,3,0,23117
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200617,RW,120.0,2,1,23118
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73390967,RW,410.0,2,1,23119
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000027,RW,284.0,2,1,23120
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000177,RW,282.0,3,0,23121
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500306,RW,124.0,1,1,23122
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500306,RW,117.0,2,1,23123
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000137,RW,284.0,2,1,23124
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000187,RW,183.0,2,1,23125
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000377,RW,184.0,2,1,23126
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100077,RW,590.0,3,0,23127
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40710047,RW,130.0,2,1,23128
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40713047,RW,131.0,2,1,23129
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW51110127,RW,966.0,2,1,23130
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW51110127,RW,962.0,2,1,23131
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW52120107,RW,967.0,2,1,23132
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110117,RW,131.0,1,1,23133
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400137,RW,123.0,1,1,23134
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400217,RW,162.0,1,1,23135
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400267,RW,303.0,2,1,23136
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400267,RW,302.0,3,0,23137
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73290907,RW,965.0,2,1,23138
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80213067,RW,121.0,1,1,23139
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80218017,RW,970.0,2,1,23140
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80224047,RW,973.0,2,1,23141
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000027,RW,280.0,4,0,23144
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21551267,RW,386.0,3,0,23145
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21560297,RW,386.0,2,1,23146
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900227,RW,283.0,2,1,23147
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000067,RW,283.0,2,1,23148
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000137,RW,283.0,2,1,23149
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000377,RW,182.0,2,1,23150
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40619016,RW,130.0,2,1,23151
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40709117,RW,121.0,1,1,23152
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40713047,RW,130.0,2,1,23153
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW52120107,RW,962.0,2,1,23154
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110047,RW,124.0,1,1,23155
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110117,RW,129.0,2,1,23156
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300337,RW,280.0,3,0,23157
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61400267,RW,304.0,1,1,23158
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW72100967,RW,408.0,2,1,23159
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80207027,RW,126.0,2,1,23180
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80214057,RW,974.0,2,1,23181
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80214057,RW,971.0,4,0,23182
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80404027,RW,970.0,2,1,23183
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW92001017,RW,181.0,1,1,23184
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000087,RW,280.0,3,0,23324
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21550377,RW,386.0,2,1,23325
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30800027,RW,129.0,3,0,23326
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900167,RW,409.0,2,1,23327
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900217,RW,184.0,2,1,23328
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900217,RW,180.0,2,1,23329
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31000177,RW,284.0,2,1,23330
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100027,RW,590.0,3,0,23331
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100037,RW,589.0,2,1,23332
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100057,RW,589.0,2,1,23333
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW31100127,RW,282.0,2,1,23334
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40502017,RW,117.0,4,0,23335
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40505037,RW,130.0,2,1,23336
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40619016,RW,129.0,3,0,23337
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40907057,RW,183.0,2,1,23338
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW40907057,RW,180.0,2,1,23339
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW53110047,RW,120.0,2,1,23340
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110017,RW,117.0,2,1,23341
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW54110087,RW,117.0,2,1,23342
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW60800376,RW,117.0,2,1,23343
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300327,RW,284.0,2,1,23344
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW61300337,RW,283.0,2,1,23345
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW72100967,RW,407.0,2,1,23346
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73160967,RW,966.0,2,1,23347
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80207027,RW,127.0,2,1,24832
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80214057,RW,973.0,2,1,24833
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW92001017,RW,183.0,2,1,24834
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200617,RW,125.0,2,1,24892
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73290907,RW,966.0,1,1,24893
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73290907,RW,963.0,2,1,24894
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73390967,RW,412.0,2,1,24895
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80213067,RW,117.0,2,1,24896
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80218017,RW,972.0,3,0,24897
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80224047,RW,971.0,2,1,24898
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80404027,RW,973.0,1,1,24899
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80207027,RW,128.0,2,1,24976
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80218017,RW,974.0,2,1,24977
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW80404027,RW,974.0,2,1,24978
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW92001017,RW,184.0,2,1,24979
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW72100967,RW,406.0,2,1,25075
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200987,RW,124.0,2,1,25076
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW73200987,RW,117.0,4,0,25077
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000027,RW,596.0,2,1,34551
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000077,RW,596.0,2,1,34552
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000087,RW,596.0,2,1,34553
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW10000177,RW,596.0,3,0,34554
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21500306,RW,600.0,1,1,34555
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21551267,RW,597.0,2,1,34556
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21553436,RW,604.0,1,1,34557
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW21560297,RW,597.0,2,1,34558
AT,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,ATFW30900217,RW,598.0,2,1,34559
