CountryCode,monitoringSiteIdentifier,parameterWaterBodyCategory,naturalAWBHMWB_AWB,naturalAWBHMWB_HMWB,naturalAWBHMWB_Natural,reservoir_Missing,reservoir_Not a reservoir,reservoir_Reservoir in former chain of rivers and lakes,reservoir_Reservoir in former lake,reservoir_Reservoir in former river,reservoir_Unpopulated,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,parameterNCSWaterBodyType,resultEcologicalStatusClassValue,result_convert_EQR,UID
AT,ATFW21531167,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,915.0,2,1,23098
AT,ATFW21550377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,388.0,2,1,23027
AT,ATFW21550377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,389.0,2,1,23076
AT,ATFW21550377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,386.0,2,1,23325
AT,ATFW21551267,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,389.0,2,1,23003
AT,ATFW21551267,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,387.0,3,0,23050
AT,ATFW21551267,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,386.0,3,0,23145
AT,ATFW21551267,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,597.0,2,1,34556
AT,ATFW21553436,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,604.0,1,1,34557
AT,ATFW21560297,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,389.0,1,1,23004
AT,ATFW21560297,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,388.0,2,1,23051
AT,ATFW21560297,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,386.0,2,1,23146
AT,ATFW21560297,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,597.0,2,1,34558
AT,ATFW30800027,RW,1,0,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,1,1,23028
AT,ATFW30800027,RW,1,0,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,2,1,23077
AT,ATFW30800027,RW,1,0,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,3,0,23326
AT,ATFW30900037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,2,1,23005
AT,ATFW30900037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,2,1,23052
AT,ATFW30900037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,2,1,23053
AT,ATFW30900167,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,411.0,2,1,23029
AT,ATFW30900167,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,412.0,1,1,23078
AT,ATFW30900167,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,409.0,2,1,23327
AT,ATFW30900217,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,183.0,2,1,23030
AT,ATFW30900217,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,184.0,2,1,23328
AT,ATFW30900217,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,180.0,2,1,23329
AT,ATFW30900217,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,598.0,2,1,34559
AT,ATFW30900227,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,280.0,2,1,23054
AT,ATFW30900227,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,1,1,23099
AT,ATFW30900227,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,283.0,2,1,23147
AT,ATFW31000067,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,1,1,23055
AT,ATFW31000067,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,281.0,2,1,23056
AT,ATFW31000067,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,283.0,2,1,23148
AT,ATFW31000137,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,280.0,2,1,23057
AT,ATFW31000137,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,2,1,23124
AT,ATFW31000137,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,283.0,2,1,23149
AT,ATFW31000177,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,283.0,2,1,23079
AT,ATFW31000177,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,280.0,2,1,23100
AT,ATFW31000177,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,2,1,23330
AT,ATFW31000187,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,184.0,2,1,23006
AT,ATFW31000187,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,181.0,1,1,23007
AT,ATFW31000187,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,183.0,2,1,23125
AT,ATFW31000187,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,599.0,2,1,34560
AT,ATFW31000247,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,282.0,3,0,23031
AT,ATFW31000247,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,2,1,23080
AT,ATFW31000247,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,280.0,4,0,23081
AT,ATFW31000377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,181.0,1,1,23058
AT,ATFW31000377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,184.0,2,1,23126
AT,ATFW31000377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,182.0,2,1,23150
AT,ATFW31000377,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,599.0,3,0,34593
AT,ATFW31000397,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,595.0,2,1,34561
AT,ATFW31000397,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,595.0,2,1,34594
AT,ATFW31100027,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,591.0,2,1,23032
AT,ATFW31100027,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,589.0,2,1,23033
AT,ATFW31100027,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,590.0,3,0,23331
AT,ATFW31100027,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,601.0,2,1,34562
AT,ATFW31100027,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,601.0,2,1,34595
AT,ATFW31100037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,590.0,3,0,23034
AT,ATFW31100037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,591.0,3,0,23059
AT,ATFW31100037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,589.0,2,1,23332
AT,ATFW31100037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,601.0,3,0,34563
AT,ATFW31100057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,590.0,3,0,23035
AT,ATFW31100057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,591.0,2,1,23060
AT,ATFW31100057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,589.0,2,1,23333
AT,ATFW31100057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,601.0,3,0,34596
AT,ATFW31100077,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,589.0,2,1,23008
AT,ATFW31100077,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,591.0,2,1,23036
AT,ATFW31100077,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,590.0,3,0,23127
AT,ATFW31100077,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,601.0,2,1,34564
AT,ATFW31100127,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,280.0,4,0,23037
AT,ATFW31100127,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,284.0,3,0,23082
AT,ATFW31100127,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,282.0,2,1,23334
AT,ATFW40502017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,121.0,1,1,23038
AT,ATFW40502017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,122.0,2,1,23101
AT,ATFW40502017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,117.0,4,0,23335
AT,ATFW40502017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,600.0,2,1,34565
AT,ATFW40505037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,3,0,23039
AT,ATFW40505037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,3,0,23102
AT,ATFW40505037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,2,1,23336
AT,ATFW40607017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,184.0,2,1,23083
AT,ATFW40607017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,180.0,2,1,23084
AT,ATFW40607017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,182.0,3,0,23103
AT,ATFW40607017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,598.0,2,1,34566
AT,ATFW40607017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,598.0,2,1,34597
AT,ATFW40619016,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,3,0,23104
AT,ATFW40619016,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,2,1,23151
AT,ATFW40619016,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,3,0,23337
AT,ATFW40619016,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,594.0,2,1,34567
AT,ATFW40709117,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,122.0,2,1,23061
AT,ATFW40709117,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,117.0,3,0,23062
AT,ATFW40709117,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,121.0,1,1,23152
AT,ATFW40709117,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,600.0,2,1,34568
AT,ATFW40710047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,2,1,23009
AT,ATFW40710047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,2,1,23010
AT,ATFW40710047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,2,1,23128
AT,ATFW40713047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,2,1,23063
AT,ATFW40713047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,2,1,23129
AT,ATFW40713047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,2,1,23153
AT,ATFW40713047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,594.0,3,0,34569
AT,ATFW40823016,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,607.0,2,1,34570
AT,ATFW40907057,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,184.0,2,1,23105
AT,ATFW40907057,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,183.0,2,1,23338
AT,ATFW40907057,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,180.0,2,1,23339
AT,ATFW40907057,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,598.0,2,1,34571
AT,ATFW40916017,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,307.0,2,1,23011
AT,ATFW40916017,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,305.0,3,0,23012
AT,ATFW40916017,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,306.0,2,1,23106
AT,ATFW40916017,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,595.0,1,1,34572
AT,ATFW51110127,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,965.0,2,1,23013
AT,ATFW51110127,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,966.0,2,1,23130
AT,ATFW51110127,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,962.0,2,1,23131
AT,ATFW52120107,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,964.0,1,1,23064
AT,ATFW52120107,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,967.0,2,1,23132
AT,ATFW52120107,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,962.0,2,1,23154
AT,ATFW53110037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,1,1,23085
AT,ATFW53110037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,1,1,23107
AT,ATFW53110037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,2,1,23108
AT,ATFW53110037,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,594.0,1,1,34573
AT,ATFW53110047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,117.0,2,1,23040
AT,ATFW53110047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,124.0,1,1,23155
AT,ATFW53110047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,120.0,2,1,23340
AT,ATFW53110047,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,600.0,1,1,34574
AT,ATFW54110017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,121.0,1,1,23041
AT,ATFW54110017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,122.0,1,1,23086
AT,ATFW54110017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,117.0,2,1,23341
AT,ATFW54110017,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,600.0,1,1,34575
AT,ATFW54110087,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,121.0,1,1,23042
AT,ATFW54110087,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,122.0,1,1,23087
AT,ATFW54110087,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,117.0,2,1,23342
AT,ATFW54110087,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,600.0,2,1,34576
AT,ATFW54110117,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,130.0,1,1,23065
AT,ATFW54110117,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,131.0,1,1,23133
AT,ATFW54110117,RW,0,1,0,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,129.0,2,1,23156
AT,ATFW55010057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,967.0,2,1,23014
AT,ATFW55010057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,962.0,2,1,23015
AT,ATFW55010057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,964.0,2,1,23109
AT,ATFW55010057,RW,0,0,1,0,1,0,0,0,0,0.0,0.8170967741935486,0.6009677419354842,0.4187096774193546,0.2377419354838709,602.0,2,1,34577
